62	3
71	3
69	3
67	3
62	7
62	1
62	1
62	3
71	3
69	3
67	3
64	10
64	3
72	3
71	3
69	3
66	10
74	3
74	3
72	3
69	3
71	10
62	3
71	3
69	3
67	3
62	10
62	3
71	3
69	3
67	3
64	7
64	3
64	3
72	3
71	3
69	3
74	3
74	3
74	3
74	3
76	3
74	3
72	3
69	3
67	10
71	3
71	3
71	5
71	3
71	3
71	5
71	3
74	3
67	4
69	1
71	10
72	3
72	3
72	4
72	1
72	3
71	3
71	3
71	1
71	1
71	3
69	3
69	3
71	3
69	5
74	5
71	3
71	3
71	5
71	3
71	3
71	5
71	3
74	3
67	4
69	1
71	10
72	3
72	3
72	4
72	1
72	3
71	3
71	3
71	1
71	1
74	3
74	3
72	3
69	3
67	3
74	3
79	5
62	3
71	3
69	3
67	3
62	7
62	1
62	1
62	3
71	3
69	3
67	3
64	10
64	3
72	3
71	3
69	3
66	10
74	3
74	17
62	3
71	3
69	3
67	3
62	10
62	3
71	3
69	3
67	3
64	7
64	3
64	3
72	3
71	3
69	3
74	3
74	3
74	3
74	3
76	3
74	3
72	3
69	3
67	10
71	3
71	3
71	5
71	3
71	3
71	5
71	3
74	3
67	4
69	1
71	10
72	3
72	3
72	4
72	1
72	3
71	3
71	3
71	1
71	1
71	3
69	3
69	3
71	3
69	5
74	5
71	3
71	3
71	5
71	3
71	3
71	5
71	3
74	3
67	4
69	1
71	10
72	3
72	3
72	4
72	1
72	3
71	3
71	3
71	1
71	1
74	3
74	3
72	3
69	3
67	3
74	3
79	3
-1	-1	

#-----------------------------------------------------------------------------
# lemm_jingle_bells.dat
#
# -- Aaron Ardiri, 2001
#-----------------------------------------------------------------------------
#                                                         created: 01-Nov-2001
#-----------------------------------------------------------------------------
