70	3
70	3
70	1
74	3
0	1
70	1
72	2
70	1
72	2
74	1
70	7
74	3
74	3
74	1
77	3
0	1
74	1
75	2
74	1
75	2
77	1
74	3
70	2
70	1
79	3
79	3
77	1
74	3
0	1
70	1
72	2
74	1
72	2
70	1
67	3
65	2
67	1
70	3
70	3
70	1
74	3
0	1
70	1
72	2
70	1
72	2
74	1
70	4
0	8
70	3
70	3
70	1
74	4
70	1
72	2
70	1
72	2
74	1
70	7
74	3
74	3
74	1
77	4
74	1
75	2
74	1
75	2
77	1
74	3
70	2
70	1
79	3
79	3
77	1
74	4
70	1
72	2
74	1
72	2
70	1
67	3
65	2
67	1
70	3
70	3
70	1
74	4
70	1
72	2
70	1
72	2
74	1
70	3
0	8
-1	-1

#-----------------------------------------------------------------------------
# lemm_tenbottles.dat
#
# -- Aaron Ardiri, 2001
#-----------------------------------------------------------------------------
#                                                         created: 01-Oct-2001
#-----------------------------------------------------------------------------
