60	4
69	4
67	2
67	2
65	4
60	4
69	4
67	2
67	2
65	4
60	4
70	4
70	2
70	2
69	4
70	16
60	4
70	2
70	2
69	4
67	2
67	2
60	4
70	4
69	4
67	2
67	2
60	4
72	4
72	4
71	4
72	16
74	4
77	4
76	4
74	4
72	4
76	4
74	4
72	4
70	4
70	4
74	2
72	3
70	2
69	16
74	4
77	4
76	4
74	2
74	2
72	4
76	4
74	4
69	4
72	2
72	2
70	4
69	4
67	4
65	16
60	4
69	4
67	2
67	2
65	4
60	4
69	4
67	2
67	2
65	4
60	4
70	4
70	2
70	2
69	4
70	16
60	4
70	2
70	2
69	4
67	2
67	2
60	4
70	4
69	4
67	2
67	2
60	4
72	4
72	4
71	4
72	16
74	4
77	4
76	4
74	4
72	4
76	4
74	4
72	4
70	4
70	4
74	2
72	3
70	2
69	16
74	4
77	4
76	4
74	2
74	2
72	4
76	4
74	4
69	4
72	2
72	2
70	4
69	4
67	4
65	8
77	8
60	4
69	4
67	2
67	2
65	4
60	4
69	4
67	2
67	2
65	4
60	4
70	4
70	2
70	2
69	4
70	16
60	4
70	2
70	2
69	4
67	2
67	2
60	4
70	4
69	4
67	2
67	2
60	4
72	4
72	4
71	4
72	16
74	4
77	4
76	4
74	4
72	4
76	4
74	4
72	4
70	4
70	4
74	2
72	3
70	2
69	16
74	4
77	4
76	4
74	2
74	2
72	4
76	4
74	4
69	4
72	2
72	2
70	4
69	4
67	4
65	16
60	4
69	4
67	2
67	2
65	4
60	4
69	4
67	2
67	2
65	4
60	4
70	4
70	2
70	2
69	4
70	16
60	4
70	2
70	2
69	4
67	2
67	2
60	4
70	4
69	4
67	2
67	2
60	4
72	4
72	4
71	4
72	16
74	4
77	4
76	4
74	4
72	4
76	4
74	4
72	4
70	4
70	4
74	2
72	3
70	2
69	16
74	4
77	4
76	4
74	2
74	2
72	4
76	4
74	4
69	4
72	2
72	2
70	4
69	4
67	4
65	8
77	4
-1	-1

#-----------------------------------------------------------------------------
# lemm_here_comes_santa_claus.dat
#
# -- Aaron Ardiri, 2001
#-----------------------------------------------------------------------------
#                                                         created: 01-Nov-2001
#-----------------------------------------------------------------------------
