69	3
69	5
64	3
69	3
71	5
64	5
73	3
71	3
73	3
74	3
73	5
71	3
69	3
69	5
68	3
66	3
68	3
69	3
71	3
73	3
68	5
66	3
64	3
64	8
76	5
74	3
73	3
74	5
73	5
71	3
73	3
69	3
71	3
68	5
64	3
69	3
69	3
68	3
69	3
71	3
69	5
64	3
73	3
73	3
71	3
73	3
74	3
73	5
71	3
73	3
74	3
73	3
71	3
69	3
68	5
69	3
71	3
73	5
71	3
69	3
69	7
69	3
69	3
68	3
69	3
71	3
69	5
64	3
73	3
73	3
71	3
73	3
74	3
73	5
71	3
73	3
74	3
73	3
71	3
69	3
68	5
69	3
71	3
73	5
71	3
69	3
69	5
0	3
69	3
69	5
64	3
69	3
71	5
64	5
73	3
71	3
73	3
74	3
73	5
71	3
69	3
69	5
68	3
66	3
68	3
69	3
71	3
73	3
68	5
66	3
64	3
64	8
76	5
74	3
73	3
74	5
73	5
71	3
73	3
69	3
71	3
68	5
64	3
69	3
69	3
68	3
69	3
71	3
69	5
64	3
73	3
73	3
71	3
73	3
74	3
73	5
71	3
73	3
74	3
73	3
71	3
69	3
68	5
69	3
71	3
73	5
71	3
69	3
69	7
69	3
69	3
68	3
69	3
71	3
69	5
64	3
73	3
73	3
71	3
73	3
74	3
73	5
71	3
73	3
74	3
73	3
71	3
69	3
68	5
69	3
71	3
73	5
71	3
69	3
69	5
0	3
69	3
69	5
64	3
69	3
71	5
64	5
73	3
71	3
73	3
74	3
73	5
71	3
69	3
69	5
68	3
66	3
68	3
69	3
71	3
73	3
68	5
66	3
64	3
64	8
76	5
74	3
73	3
74	5
73	5
71	3
73	3
69	3
71	3
68	5
64	3
69	3
69	3
68	3
69	3
71	3
69	5
64	3
73	3
73	3
71	3
73	3
74	3
73	5
71	3
73	3
74	3
73	3
71	3
69	3
68	5
69	3
71	3
73	5
71	3
69	3
69	7
69	3
69	3
68	3
69	3
71	3
69	5
64	3
73	3
73	3
71	3
73	3
74	3
73	5
71	3
73	3
74	3
73	3
71	3
69	3
68	5
69	3
71	3
73	5
71	3
69	3
69	8
-1	-1

#-----------------------------------------------------------------------------
# lemm_adeste_fidelis.dat
#
# -- Aaron Ardiri, 2001
#-----------------------------------------------------------------------------
#                                                         created: 01-Nov-2001
#-----------------------------------------------------------------------------
